DSP,Dinophysis caudata,Dinophysis fortii,Phalacroma rotundatum,Dinophysis sacculus,Dinophysis tripos,sun [h],air temp,wind strength,precipitation,Chl-a,salinity,T,SECCHI,DIN,PO4-P,Soca,month,lipophylic_toxins
110.0,70.0,0.0,40.0,0.0,0.0,227.70000000000002,22.514285714285712,2.9761904761904763,40.7,1.08,36.95,24.96,?,2.429999936372044,0.0700000002980232,2748.8739999999993,8,neg
50.0,20.0,20.0,10.0,0.0,0.0,199.99999999999997,20.466666666666665,3.190476190476191,8.4,?,?,?,?,?,?,1646.1050000000005,9,neg
50.0,30.0,20.0,0.0,0.0,0.0,199.99999999999997,20.466666666666665,3.190476190476191,8.4,?,?,?,?,?,?,1646.1050000000005,9,?
0.0,0.0,0.0,0.0,0.0,0.0,145.6,17.91428571428571,3.1666666666666665,62.900000000000006,0.43,37.49,23.67,?,2.6700000315904657,0.0799999982118607,2126.416,9,neg
20.0,0.0,20.0,0.0,0.0,0.0,145.6,17.91428571428571,3.1666666666666665,62.900000000000006,0.98,37.46,?,10.0,?,?,2126.416,9,neg
10.0,0.0,0.0,0.0,0.0,0.0,170.29999999999998,13.819047619047618,2.585714285714286,58.5,?,37.69,11.76,6.0,?,?,4052.4389999999994,5,?
10.0,0.0,0.0,10.0,0.0,0.0,170.29999999999998,13.819047619047618,2.585714285714286,58.5,?,37.79,10.42,6.0,?,?,4052.4389999999994,5,?
0.0,0.0,0.0,0.0,0.0,0.0,170.29999999999998,13.819047619047618,2.585714285714286,58.5,?,38.06,11.16,6.0,?,?,4052.4389999999994,5,?
0.0,0.0,0.0,0.0,0.0,0.0,190.60000000000002,15.94761904761905,2.5619047619047617,32.4,?,37.18,14.91,9.0,?,?,2811.7409999999995,5,?
0.0,0.0,0.0,0.0,0.0,0.0,190.60000000000002,15.94761904761905,2.5619047619047617,32.4,1.47,36.67,13.66,8.0,6.460000153630971,0.129999995231628,2811.7409999999995,5,?
10.0,0.0,0.0,0.0,10.0,0.0,190.60000000000002,15.94761904761905,2.5619047619047617,32.4,?,36.2999992370605,16.4699993133545,?,4.180000104010107,0.100000001490116,2811.7409999999995,5,?
60.0,0.0,0.0,0.0,40.0,0.0,214.5,19.576190476190476,2.576190476190476,20.599999999999998,?,?,?,?,?,?,1678.0939999999998,6,neg
60.0,20.0,0.0,10.0,30.0,0.0,214.5,19.576190476190476,2.576190476190476,20.599999999999998,?,?,?,?,?,?,1678.0939999999998,6,?
50.0,0.0,0.0,10.0,40.0,0.0,214.5,19.576190476190476,2.576190476190476,20.599999999999998,?,?,?,?,1.1999999955296514,0.00999999977648258,1678.0939999999998,6,neg
40.0,0.0,0.0,20.0,20.0,0.0,229.20000000000002,21.204761904761906,2.7142857142857144,22.4,?,37.16,20.25,12.0,?,?,1047.0199999999998,6,?
40.0,0.0,0.0,0.0,40.0,0.0,229.20000000000002,21.204761904761906,2.7142857142857144,22.4,0.67,37.86,21.48,11.0,?,?,1047.0199999999998,6,neg
60.0,20.0,0.0,0.0,40.0,0.0,229.20000000000002,21.204761904761906,2.7142857142857144,22.4,?,38.0499992370605,19.7399997711182,?,1.1499999947845931,0.310000002384186,1047.0199999999998,6,neg
80.0,10.0,0.0,10.0,60.0,0.0,204.99999999999997,21.861904761904764,2.6380952380952385,78.49999999999999,?,?,?,?,?,?,1870.7399999999998,7,neg
130.0,50.0,0.0,60.0,20.0,0.0,204.99999999999997,21.861904761904764,2.6380952380952385,78.49999999999999,?,37.7700004577637,22.1100006103516,?,0.9300000201910738,0.0399999991059303,1870.7399999999998,7,neg
70.0,0.0,0.0,20.0,50.0,0.0,204.99999999999997,21.861904761904764,2.6380952380952385,78.49999999999999,?,?,?,?,?,?,1870.7399999999998,7,?
30.0,20.0,0.0,10.0,0.0,0.0,231.4,23.714285714285708,2.7476190476190476,26.299999999999997,?,37.2,25.9,4.0,?,?,1561.3280000000002,8,neg
30.0,20.0,0.0,10.0,0.0,0.0,231.4,23.714285714285708,2.7476190476190476,26.299999999999997,?,37.7700004577637,22.1100006103516,?,0.9300000201910738,0.0399999991059303,1561.3280000000002,8,neg
30.0,0.0,0.0,10.0,20.0,0.0,231.4,23.714285714285708,2.7476190476190476,26.299999999999997,?,36.19,26.22,5.0,?,?,1561.3280000000002,8,?
20.0,0.0,0.0,10.0,0.0,0.0,180.40000000000003,21.223809523809525,2.6285714285714286,71.3,?,37.2,25.9,4.0,?,?,1436.806,8,neg
70.0,50.0,0.0,0.0,20.0,0.0,180.40000000000003,21.223809523809525,2.6285714285714286,71.3,?,36.19,26.22,5.0,?,?,1436.806,8,?
0.0,0.0,0.0,0.0,0.0,0.0,180.40000000000003,21.223809523809525,2.6285714285714286,71.3,?,36.7900009155273,25.9200000762939,?,1.9299999848008154,0.129999995231628,1436.806,8,?
10.0,0.0,0.0,10.0,0.0,0.0,154.60000000000002,20.23333333333333,2.2619047619047623,111.60000000000001,?,37.46,23.28,8.0,?,?,2182.987,8,?
0.0,0.0,0.0,0.0,0.0,0.0,154.60000000000002,20.23333333333333,2.2619047619047623,111.60000000000001,?,37.74,23.28,?,2.6200000140815973,0.0599999986588955,2182.987,8,neg
20.0,10.0,10.0,0.0,0.0,0.0,154.60000000000002,20.23333333333333,2.2619047619047623,111.60000000000001,1.52,37.61,24.62,8.0,1.6700000129640105,0.0399999991059303,2182.987,8,neg
40.0,40.0,0.0,0.0,0.0,0.0,182.10000000000005,20.514285714285716,2.4523809523809526,48.70000000000001,?,37.46,23.28,8.0,?,?,2012.054,9,?
30.0,30.0,0.0,0.0,0.0,0.0,182.10000000000005,20.514285714285716,2.4523809523809526,48.70000000000001,0.72,37.63,23.34,14.0,1.70999994687736,0.0299999993294477,2012.054,9,neg
10.0,0.0,0.0,0.0,10.0,0.0,182.10000000000005,20.514285714285716,2.4523809523809526,48.70000000000001,1.52,37.61,24.62,8.0,1.6700000129640105,0.0399999991059303,2012.054,9,neg
0.0,0.0,0.0,0.0,0.0,0.0,160.4,18.03333333333334,2.6619047619047618,41.3,?,36.89,23.91,?,?,?,2094.3579999999997,9,?
90.0,10.0,30.0,50.0,0.0,0.0,160.4,18.03333333333334,2.6619047619047618,41.3,?,37.3899993896484,23.9699993133545,?,2.339999962598088,0.0799999982118607,2094.3579999999997,9,neg
0.0,0.0,0.0,0.0,0.0,0.0,160.4,18.03333333333334,2.6619047619047618,41.3,0.81,36.87,23.92,?,?,?,2094.3579999999997,9,neg
20.0,0.0,20.0,0.0,0.0,0.0,115.0,14.63809523809524,2.223809523809524,103.4,0.73,36.97,23.83,10.0,0.5700000114738942,0.0500000007450581,3825.681,10,neg
30.0,0.0,20.0,10.0,0.0,0.0,115.0,14.63809523809524,2.223809523809524,103.4,0.81,36.87,23.92,?,?,?,3825.681,10,neg
30.0,0.0,20.0,10.0,0.0,0.0,115.0,14.63809523809524,2.223809523809524,103.4,?,36.89,23.91,?,?,?,3825.681,10,?
80.0,30.0,30.0,20.0,0.0,0.0,100.89999999999998,13.009523809523811,2.0857142857142854,16.400000000000002,?,37.3,19.4,?,1.2700000181794162,0.0900000035762787,3062.8959999999997,10,neg
120.0,10.0,70.0,10.0,0.0,0.0,100.89999999999998,13.009523809523811,2.0857142857142854,16.400000000000002,?,37.27,19.34,6.0,?,?,3062.8959999999997,10,neg
150.0,50.0,70.0,20.0,0.0,0.0,100.89999999999998,13.009523809523811,2.0857142857142854,16.400000000000002,?,37.45,18.92,6.0,?,?,3062.8959999999997,10,?
0.0,0.0,0.0,0.0,0.0,0.0,158.9,15.08095238095238,2.6095238095238096,57.4,?,37.44,12.94,?,?,?,3195.2599999999998,5,neg
130.0,0.0,0.0,0.0,130.0,0.0,158.9,15.08095238095238,2.6095238095238096,57.4,?,37.02,13.43,?,?,?,3195.2599999999998,5,neg
10.0,0.0,0.0,0.0,10.0,0.0,158.9,15.08095238095238,2.6095238095238096,57.4,?,36.68,12.41,?,?,?,3195.2599999999998,5,?
80.0,10.0,0.0,0.0,70.0,0.0,175.5,17.261904761904763,3.0904761904761906,60.6,0.51,37.26,17.52,?,2.3599999919533765,0.0299999993294477,2642.132,6,neg
120.0,10.0,0.0,10.0,100.0,0.0,175.5,17.261904761904763,3.0904761904761906,60.6,0.78,37.2,18.51,?,3.309999950230121,0.0599999986588955,2642.132,6,neg
70.0,0.0,0.0,10.0,50.0,0.0,175.5,17.261904761904763,3.0904761904761906,60.6,?,36.23,18.71,?,?,?,2642.132,6,?
180.0,0.0,0.0,10.0,160.0,0.0,195.1,19.666666666666668,3.0095238095238095,5.1,0.38,37.37,21.84,?,4.27000012993812,0.129999995231628,2326.2560000000003,6,neg
60.0,0.0,0.0,0.0,60.0,0.0,195.1,19.666666666666668,3.0095238095238095,5.1,?,37.42,19.64,?,?,?,2326.2560000000003,6,?
170.0,10.0,0.0,0.0,160.0,0.0,195.1,19.666666666666668,3.0095238095238095,5.1,?,37.5699996948242,19.2199993133545,?,0.43000001274049304,0.129999995231628,2326.2560000000003,6,neg
20.0,10.0,0.0,0.0,10.0,0.0,217.70000000000002,22.895238095238092,2.9,0.0,0.27,37.51,19.8,?,3.29000004939735,0.180000007152557,1837.8400000000001,6,neg
110.0,10.0,0.0,10.0,80.0,0.0,217.70000000000002,22.895238095238092,2.9,0.0,0.38,37.37,21.84,?,4.27000012993812,0.129999995231628,1837.8400000000001,6,neg
20.0,0.0,0.0,10.0,10.0,0.0,217.70000000000002,22.895238095238092,2.9,0.0,?,37.42,19.64,?,?,?,1837.8400000000001,6,?
20.0,0.0,0.0,10.0,10.0,0.0,226.69999999999996,25.257142857142856,2.7428571428571433,3.5999999999999996,?,37.42,19.64,?,?,?,1041.494,7,?
40.0,0.0,0.0,20.0,0.0,0.0,226.69999999999996,25.257142857142856,2.7428571428571433,3.5999999999999996,0.27,37.51,19.8,?,3.29000004939735,0.180000007152557,1041.494,7,?
70.0,0.0,0.0,10.0,60.0,0.0,226.69999999999996,25.257142857142856,2.7428571428571433,3.5999999999999996,0.38,37.37,21.84,?,4.27000012993812,0.129999995231628,1041.494,7,neg
50.0,20.0,0.0,20.0,10.0,0.0,241.39999999999998,24.74761904761905,2.8380952380952382,3.5999999999999996,?,?,?,?,?,?,934.5789999999998,7,neg
40.0,0.0,0.0,10.0,30.0,0.0,241.39999999999998,24.74761904761905,2.8380952380952382,3.5999999999999996,?,36.3899993896484,24.1599998474121,?,3.960000082850458,0.0599999986588955,934.5789999999998,7,neg
50.0,0.0,0.0,20.0,10.0,0.0,241.39999999999998,24.74761904761905,2.8380952380952382,3.5999999999999996,?,?,?,?,?,?,934.5789999999998,7,neg
60.0,20.0,0.0,30.0,0.0,0.0,228.90000000000003,25.671428571428567,3.147619047619048,24.0,?,37.72,24.56,?,?,?,825.139,8,?
30.0,20.0,0.0,0.0,10.0,0.0,228.90000000000003,25.671428571428567,3.147619047619048,24.0,?,37.9,24.87,?,?,?,825.139,8,neg
20.0,20.0,0.0,0.0,0.0,0.0,228.90000000000003,25.671428571428567,3.147619047619048,24.0,?,37.8400001525879,23.7000007629395,?,0.8299999907612803,0.100000001490116,825.139,8,neg
30.0,0.0,0.0,30.0,0.0,0.0,197.8,24.419047619047618,3.1571428571428575,128.4,?,37.72,24.56,?,?,?,1198.0679999999998,8,?
90.0,50.0,0.0,10.0,20.0,0.0,197.8,24.419047619047618,3.1571428571428575,128.4,?,37.9,24.87,?,?,?,1198.0679999999998,8,poz
50.0,30.0,0.0,10.0,0.0,0.0,197.8,24.419047619047618,3.1571428571428575,128.4,?,37.7700004577637,23.7399997711182,?,0.9499999769032001,0.0799999982118607,1198.0679999999998,8,poz
20.0,10.0,0.0,10.0,0.0,0.0,150.7,21.25714285714286,2.8904761904761904,195.29999999999998,?,37.7700004577637,23.7399997711182,?,0.9499999769032001,0.0799999982118607,1449.2300000000002,8,neg
30.0,30.0,0.0,0.0,0.0,0.0,150.7,21.25714285714286,2.8904761904761904,195.29999999999998,?,37.9,24.87,?,?,?,1449.2300000000002,8,neg
130.0,100.0,0.0,30.0,0.0,0.0,150.7,21.25714285714286,2.8904761904761904,195.29999999999998,?,37.72,24.56,?,?,?,1449.2300000000002,8,neg
10.0,10.0,0.0,0.0,0.0,0.0,154.4,20.423809523809524,2.7857142857142856,172.6,?,37.12,23.06,?,?,?,1542.3400000000001,8,neg
40.0,20.0,0.0,20.0,0.0,0.0,154.4,20.423809523809524,2.7857142857142856,172.6,?,36.49,23.08,?,?,?,1542.3400000000001,8,neg
20.0,10.0,0.0,10.0,0.0,0.0,154.4,20.423809523809524,2.7857142857142856,172.6,?,37.0499992370605,23.4599990844727,?,3.149999964982267,0.0199999995529652,1542.3400000000001,8,neg
50.0,10.0,0.0,0.0,40.0,0.0,153.70000000000002,20.18095238095238,2.628571428571429,202.29999999999998,?,37.12,23.06,?,?,?,1705.4489999999998,8,?
60.0,50.0,0.0,0.0,10.0,0.0,153.70000000000002,20.18095238095238,2.628571428571429,202.29999999999998,?,36.49,23.08,?,?,?,1705.4489999999998,8,neg
10.0,10.0,0.0,0.0,0.0,0.0,153.70000000000002,20.18095238095238,2.628571428571429,202.29999999999998,?,37.0499992370605,23.4599990844727,?,3.149999964982267,0.0199999995529652,1705.4489999999998,8,?
40.0,20.0,0.0,20.0,0.0,0.0,191.8,20.238095238095237,2.8571428571428577,145.6,?,37.0499992370605,23.4599990844727,?,3.149999964982267,0.0199999995529652,1541.1629999999998,9,neg
50.0,40.0,0.0,0.0,10.0,0.0,191.8,20.238095238095237,2.8571428571428577,145.6,?,37.12,23.06,?,?,?,1541.1629999999998,9,neg
20.0,20.0,0.0,0.0,0.0,0.0,191.8,20.238095238095237,2.8571428571428577,145.6,?,36.49,23.08,?,?,?,1541.1629999999998,9,neg
10.0,10.0,0.0,0.0,0.0,0.0,198.20000000000002,19.28095238095238,2.861904761904762,144.49999999999997,?,37.12,23.06,?,?,?,1459.3020000000004,9,neg
40.0,0.0,0.0,40.0,0.0,0.0,198.20000000000002,19.28095238095238,2.861904761904762,144.49999999999997,0.14,37.59,23.21,?,0.9600000064820058,0.219999998807907,1459.3020000000004,9,neg
20.0,20.0,0.0,0.0,0.0,0.0,198.20000000000002,19.28095238095238,2.861904761904762,144.49999999999997,?,36.49,23.08,?,?,?,1459.3020000000004,9,neg
40.0,0.0,20.0,20.0,0.0,0.0,177.2,19.65714285714286,2.752380952380953,17.0,?,37.2000007629395,23.6200008392334,?,0.6799999754875896,0.0500000007450581,1714.5400000000002,9,neg
30.0,0.0,20.0,10.0,0.0,0.0,177.2,19.65714285714286,2.752380952380953,17.0,?,37.57,22.61,?,?,?,1714.5400000000002,9,neg
20.0,0.0,10.0,10.0,0.0,0.0,177.2,19.65714285714286,2.752380952380953,17.0,?,37.33,23.01,?,?,?,1714.5400000000002,9,neg
120.0,0.0,60.0,50.0,0.0,0.0,161.29999999999998,18.942857142857147,2.942857142857142,17.0,?,37.2000007629395,23.6200008392334,?,0.6799999754875896,0.0500000007450581,1702.1019999999996,9,neg
60.0,0.0,30.0,30.0,0.0,0.0,161.29999999999998,18.942857142857147,2.942857142857142,17.0,?,37.57,22.61,?,?,?,1702.1019999999996,9,neg
220.0,0.0,180.0,30.0,10.0,0.0,161.29999999999998,18.942857142857147,2.942857142857142,17.0,?,37.33,23.01,?,?,?,1702.1019999999996,9,?
80.0,0.0,40.0,40.0,0.0,0.0,133.2,19.46666666666667,3.1238095238095234,16.799999999999997,?,37.3,23.63,?,?,?,1638.2269999999996,10,neg
30.0,0.0,20.0,10.0,0.0,0.0,133.2,19.46666666666667,3.1238095238095234,16.799999999999997,?,37.57,22.61,?,?,?,1638.2269999999996,10,neg
120.0,0.0,70.0,50.0,0.0,0.0,133.2,19.46666666666667,3.1238095238095234,16.799999999999997,?,37.33,23.01,?,?,?,1638.2269999999996,10,?
120.0,0.0,70.0,30.0,0.0,0.0,160.70000000000005,17.685714285714283,3.2952380952380955,5.4,?,37.3,23.63,?,?,?,1968.9470000000001,10,?
40.0,0.0,30.0,10.0,0.0,0.0,160.70000000000005,17.685714285714283,3.2952380952380955,5.4,?,37.57,22.61,?,?,?,1968.9470000000001,10,neg
70.0,0.0,20.0,20.0,0.0,0.0,160.70000000000005,17.685714285714283,3.2952380952380955,5.4,?,37.33,23.01,?,?,?,1968.9470000000001,10,neg
50.0,0.0,20.0,30.0,0.0,0.0,160.79999999999998,15.628571428571428,3.2523809523809524,5.4,0.48,37.25,22.69,?,1.459999967366457,0.0199999995529652,1821.0469999999998,10,neg
50.0,0.0,10.0,40.0,0.0,0.0,160.79999999999998,15.628571428571428,3.2523809523809524,5.4,0.51,37.02,23.0,?,1.9400000050663944,0.0399999991059303,1821.0469999999998,10,neg
30.0,0.0,20.0,10.0,0.0,0.0,160.79999999999998,15.628571428571428,3.2523809523809524,5.4,0.31,37.12,22.76,?,2.430000044405455,0.0399999991059303,1821.0469999999998,10,neg
0.0,0.0,0.0,0.0,0.0,0.0,132.3,14.666666666666664,2.9095238095238094,22.1,?,37.13,19.74,?,?,?,2135.272,10,neg
10.0,0.0,10.0,0.0,0.0,0.0,132.3,14.666666666666664,2.9095238095238094,22.1,?,37.5200004577637,21.2099990844727,?,1.6100000031292443,0.00999999977648258,2135.272,10,neg
40.0,0.0,0.0,40.0,0.0,0.0,132.3,14.666666666666664,2.9095238095238094,22.1,?,37.7,20.17,?,?,?,2135.272,10,neg
20.0,0.0,10.0,10.0,0.0,0.0,72.4,13.428571428571429,2.814285714285714,16.700000000000003,?,37.5200004577637,21.2099990844727,?,1.6100000031292443,0.00999999977648258,2126.879,11,neg
10.0,0.0,0.0,10.0,0.0,0.0,72.4,13.428571428571429,2.814285714285714,16.700000000000003,?,37.13,19.74,?,?,?,2126.879,11,neg
60.0,20.0,10.0,30.0,0.0,0.0,72.4,13.428571428571429,2.814285714285714,16.700000000000003,?,37.7,20.17,?,?,?,2126.879,11,neg
30.0,0.0,10.0,10.0,0.0,0.0,80.4,11.166666666666666,2.757142857142857,0.0,?,37.13,19.74,?,?,?,2053.98,11,neg
50.0,0.0,30.0,20.0,0.0,0.0,80.4,11.166666666666666,2.757142857142857,0.0,?,37.7,20.17,?,?,?,2053.98,11,neg
60.0,10.0,10.0,40.0,0.0,0.0,80.4,11.166666666666666,2.757142857142857,0.0,0.27,37.76,20.65,?,1.530000019818545,0.0199999995529652,2053.98,11,neg
10.0,0.0,10.0,0.0,0.0,0.0,38.800000000000004,11.90952380952381,2.2952380952380955,50.70000000000001,?,38.0,16.5,?,?,?,2028.1939999999997,11,neg
0.0,0.0,0.0,0.0,0.0,0.0,38.800000000000004,11.90952380952381,2.2952380952380955,50.70000000000001,?,?,?,?,2.159999944269656,0.150000005960464,2028.1939999999997,11,neg
40.0,0.0,20.0,20.0,0.0,0.0,38.800000000000004,11.90952380952381,2.2952380952380955,50.70000000000001,?,37.5,16.1,?,?,?,2028.1939999999997,11,neg
10.0,0.0,0.0,0.0,10.0,0.0,197.09999999999997,16.495238095238093,3.0999999999999996,23.3,0.61,37.44,15.55,9.0,1.8899999931454663,0.0599999986588955,1548.226,5,poz
0.0,0.0,0.0,0.0,0.0,0.0,197.09999999999997,16.495238095238093,3.0999999999999996,23.3,0.58,37.55,14.55,8.0,0.7999999783933165,0.0399999991059303,1548.226,5,poz
40.0,0.0,0.0,0.0,30.0,0.0,197.09999999999997,16.495238095238093,3.0999999999999996,23.3,?,37.55,13.91,9.0,?,?,1548.226,5,poz
50.0,20.0,0.0,10.0,20.0,0.0,219.40000000000003,19.66190476190476,3.10952380952381,26.6,0.44,36.6,22.8,7.0,1.7100000474601975,0.0299999993294477,1456.4250000000002,5,neg
20.0,10.0,0.0,0.0,10.0,0.0,219.40000000000003,19.66190476190476,3.10952380952381,26.6,?,37.5,20.1,7.0,?,?,1456.4250000000002,5,neg
10.0,0.0,0.0,0.0,10.0,0.0,219.40000000000003,19.66190476190476,3.10952380952381,26.6,0.74,36.7,22.1,8.5,0.5099999886006117,0.0299999993294477,1456.4250000000002,5,?
120.0,100.0,0.0,0.0,0.0,0.0,138.10000000000002,20.357142857142854,2.623809523809524,65.1,0.44,36.6,22.8,7.0,1.7100000474601975,0.0299999993294477,1507.3400000000001,6,neg
20.0,20.0,0.0,0.0,0.0,0.0,138.10000000000002,20.357142857142854,2.623809523809524,65.1,?,37.5,20.1,7.0,?,?,1507.3400000000001,6,neg
10.0,10.0,0.0,0.0,0.0,0.0,202.0,23.514285714285716,3.1523809523809527,21.3,?,37.4,22.0,?,?,?,1837.2110000000002,6,?
50.0,10.0,0.0,30.0,10.0,0.0,202.0,23.514285714285716,3.1523809523809527,21.3,1.6,37.0,23.2,10.0,3.1599999032914656,0.0799999982118607,1837.2110000000002,6,?
50.0,50.0,0.0,0.0,0.0,0.0,240.89999999999998,22.585714285714285,3.7714285714285722,27.5,1.6,37.0,23.2,10.0,3.1599999032914656,0.0799999982118607,2179.382,7,?
80.0,80.0,0.0,0.0,0.0,0.0,240.89999999999998,22.585714285714285,3.7714285714285722,27.5,?,37.4,22.0,?,?,?,2179.382,7,?
60.0,50.0,0.0,0.0,10.0,0.0,267.2,24.17142857142857,3.357142857142857,12.5,?,37.2,23.7,3.5,?,?,1990.6580000000006,7,?
10.0,10.0,0.0,0.0,0.0,0.0,267.2,24.17142857142857,3.357142857142857,12.5,0.81,37.2,24.8,9.0,0.7599999960511917,0.0500000007450581,1990.6580000000006,7,?
0.0,0.0,0.0,0.0,0.0,0.0,271.0,24.676190476190477,3.385714285714286,5.0,?,37.2,23.7,3.5,?,?,2004.143,8,neg
0.0,0.0,0.0,0.0,0.0,0.0,271.0,24.676190476190477,3.385714285714286,5.0,0.41,37.4,23.8,9.0,0.7400000076740987,0.0199999995529652,2004.143,8,neg
30.0,20.0,0.0,10.0,0.0,0.0,271.0,24.676190476190477,3.385714285714286,5.0,0.81,37.2,24.8,9.0,0.7599999960511917,0.0500000007450581,2004.143,8,neg
0.0,0.0,0.0,0.0,0.0,0.0,244.0,24.190476190476186,3.4047619047619047,6.5,?,37.2,23.7,3.5,?,?,1432.7929999999994,8,neg
0.0,0.0,0.0,0.0,0.0,0.0,244.0,24.190476190476186,3.4047619047619047,6.5,0.81,37.2,24.8,9.0,0.7599999960511917,0.0500000007450581,1432.7929999999994,8,?
10.0,10.0,0.0,0.0,0.0,0.0,184.39999999999998,22.261904761904766,2.9857142857142858,49.199999999999996,?,?,?,?,?,?,928.4970000000001,8,neg
10.0,0.0,0.0,0.0,0.0,0.0,184.39999999999998,22.261904761904766,2.9857142857142858,49.199999999999996,?,?,?,?,?,?,928.4970000000001,8,neg
20.0,0.0,0.0,10.0,10.0,0.0,182.4,22.428571428571427,2.8095238095238093,58.599999999999994,?,37.9000015258789,24.5,5.0,?,?,881.5799999999999,8,neg
20.0,0.0,0.0,20.0,0.0,0.0,182.4,22.428571428571427,2.8095238095238093,58.599999999999994,1.35,38.0,24.2,6.0,1.7800000086426735,0.0599999986588955,881.5799999999999,8,neg
10.0,10.0,0.0,0.0,0.0,0.0,182.4,22.428571428571427,2.8095238095238093,58.599999999999994,0.23,38.1,24.5,15.0,0.8899999987334017,0.0199999995529652,881.5799999999999,8,neg
20.0,0.0,10.0,10.0,0.0,0.0,163.5,20.7,3.3714285714285706,94.19999999999999,?,37.9000015258789,24.5,5.0,?,?,848.2089999999998,9,neg
0.0,0.0,0.0,0.0,0.0,0.0,163.5,20.7,3.3714285714285706,94.19999999999999,1.35,38.0,24.2,6.0,1.7800000086426735,0.0599999986588955,848.2089999999998,9,neg
10.0,0.0,0.0,0.0,10.0,0.0,168.2,19.395238095238092,3.3857142857142852,87.6,1.35,38.0,24.2,6.0,1.7800000086426735,0.0599999986588955,860.193,9,neg
70.0,0.0,0.0,70.0,0.0,0.0,168.2,19.395238095238092,3.3857142857142852,87.6,0.23,38.1,24.5,15.0,0.8899999987334017,0.0199999995529652,860.193,9,neg
10.0,0.0,0.0,10.0,0.0,0.0,168.2,19.395238095238092,3.3857142857142852,87.6,?,37.9000015258789,24.5,5.0,?,?,860.193,9,neg
80.0,0.0,0.0,50.0,10.0,0.0,176.5,17.56666666666667,3.6333333333333333,151.60000000000002,1.35,38.0,24.2,6.0,1.7800000086426735,0.0599999986588955,1794.243,9,neg
50.0,0.0,0.0,50.0,0.0,0.0,176.5,17.56666666666667,3.6333333333333333,151.60000000000002,?,37.9000015258789,24.5,5.0,?,?,1794.243,9,neg
20.0,0.0,0.0,20.0,0.0,0.0,182.1,16.7047619047619,3.4333333333333336,86.19999999999999,0.78,38.0,21.5,4.5,0.4600000120699401,0.0399999991059303,1929.1570000000004,9,neg
40.0,0.0,0.0,40.0,0.0,0.0,182.1,16.7047619047619,3.4333333333333336,86.19999999999999,0.86,38.0,20.9,5.5,1.5100000277161603,0.0500000007450581,1929.1570000000004,9,neg
10.0,0.0,0.0,10.0,0.0,0.0,182.1,16.7047619047619,3.4333333333333336,86.19999999999999,?,38.0,20.8,?,?,?,1929.1570000000004,9,neg
20.0,0.0,0.0,20.0,0.0,0.0,169.70000000000002,16.166666666666668,3.5,179.4,?,38.0,20.8,?,?,?,3047.627,10,neg
10.0,0.0,0.0,10.0,0.0,0.0,169.70000000000002,16.166666666666668,3.5,179.4,0.86,38.0,20.9,5.5,1.5100000277161603,0.0500000007450581,3047.627,10,neg
30.0,0.0,0.0,30.0,0.0,0.0,152.79999999999998,15.490476190476189,3.3999999999999995,203.10000000000002,?,38.0,20.8,?,?,?,3375.989,10,neg
30.0,20.0,0.0,10.0,0.0,0.0,152.79999999999998,15.490476190476189,3.3999999999999995,203.10000000000002,0.78,38.0,21.5,4.5,0.4600000120699401,0.0399999991059303,3375.989,10,neg
10.0,0.0,0.0,10.0,0.0,0.0,152.79999999999998,15.490476190476189,3.3999999999999995,203.10000000000002,0.86,38.0,20.9,5.5,1.5100000277161603,0.0500000007450581,3375.989,10,neg
0.0,0.0,0.0,0.0,0.0,0.0,148.3,14.366666666666665,3.1285714285714294,126.29999999999998,?,38.0,20.8,?,?,?,3560.4610000000007,10,neg
20.0,0.0,0.0,20.0,0.0,0.0,148.3,14.366666666666665,3.1285714285714294,126.29999999999998,0.86,38.0,20.9,5.5,1.5100000277161603,0.0500000007450581,3560.4610000000007,10,neg
0.0,0.0,0.0,0.0,0.0,0.0,131.69999999999996,12.19047619047619,3.5999999999999996,42.9,?,37.66,18.99,5.0,?,?,2531.782,10,neg
0.0,0.0,0.0,0.0,0.0,0.0,131.69999999999996,12.19047619047619,3.5999999999999996,42.9,0.83,37.73,19.0,6.0,0.7400000058114535,0.0299999993294477,2531.782,10,neg
10.0,0.0,10.0,0.0,0.0,0.0,131.69999999999996,12.19047619047619,3.5999999999999996,42.9,0.71,37.68,18.97,7.0,0.5400000102818011,0.0199999995529652,2531.782,10,neg
40.0,10.0,10.0,20.0,0.0,0.0,94.59999999999998,10.804761904761904,3.7380952380952372,35.0,0.71,37.68,18.97,7.0,0.5400000102818011,0.0199999995529652,1681.514,11,neg
30.0,0.0,10.0,20.0,0.0,0.0,94.59999999999998,10.804761904761904,3.7380952380952372,35.0,0.83,37.73,19.0,6.0,0.7400000058114535,0.0299999993294477,1681.514,11,neg
10.0,10.0,0.0,0.0,0.0,0.0,94.59999999999998,10.804761904761904,3.7380952380952372,35.0,?,37.66,18.99,5.0,?,?,1681.514,11,neg
30.0,10.0,0.0,20.0,0.0,0.0,100.89999999999998,8.085714285714284,3.8000000000000007,9.6,?,37.7,14.4,6.0,?,?,1467.3310000000001,11,neg
10.0,0.0,0.0,0.0,0.0,0.0,100.89999999999998,8.085714285714284,3.8000000000000007,9.6,0.68,24.27,14.73,6.0,2.2499999403953552,0.0399999991059303,1467.3310000000001,11,neg
