date;sampling station;lipophylic toxins;lipophylic toxins (OA (µg/kg));lipophylic toxins (DTX2 (µg/kg));PSP toxins;ASP toxins;yessotoxins;ban start;ban stop;data source
2007-05-09;35;poz;;;neg;neg;;;;Veterinarska fakulteta
2007-05-09;0DB2;poz;;;neg;neg;;;;Veterinarska fakulteta
2007-05-10;24;poz;;;neg;neg;;;;Veterinarska fakulteta
2007-05-12;35;;;;;;;y;;Veterinarska fakulteta
2007-05-15;24;;;;;;;y;;Veterinarska fakulteta
2007-05-15;0DB2;;;;;;;y;;Veterinarska fakulteta
2007-05-21;24;neg;;;x;x;;;;Veterinarska fakulteta
2007-05-24;35;neg;;;x;x;;;;Veterinarska fakulteta
2007-05-25;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2007-05-28;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-05-30;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-05-30;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-06-01;24;;;;;;;;y;Veterinarska fakulteta
2007-06-02;35;;;;;;;;y;Veterinarska fakulteta
2007-06-02;0DB2;;;;;;;;y;Veterinarska fakulteta
2007-06-06;0DB2;x;;;neg;neg;;;;Veterinarska fakulteta
2007-06-07;35;x;;;neg;neg;;;;Veterinarska fakulteta
2007-06-07;24;x;;;neg;neg;;;;Veterinarska fakulteta
2007-06-12;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-06-13;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-06-13;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-06-20;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-06-20;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-06-21;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-06-27;35;x;;;neg;neg;;;;Veterinarska fakulteta
2007-06-27;24;x;;;neg;neg;;;;Veterinarska fakulteta
2007-06-28;0DB2;x;;;neg;neg;;;;Veterinarska fakulteta
2007-07-04;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-07-04;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-07-04;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-07-13;35;x;;;neg;neg;;;;Veterinarska fakulteta
2007-07-13;24;x;;;neg;neg;;;;Veterinarska fakulteta
2007-07-13;0DB2;x;;;neg;neg;;;;Veterinarska fakulteta
2007-07-17;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-07-18;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-07-18;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-07-25;24;x;;;x;neg;;;;Veterinarska fakulteta
2007-07-26;35;x;;;x;neg;;;;Veterinarska fakulteta
2007-07-31;0DB2;x;;;x;neg;;;;Veterinarska fakulteta
2007-08-01;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-08-01;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-08-02;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-08-07;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-08-08;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-08-08;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-08-14;35;x;;;x;neg;;;;Veterinarska fakulteta
2007-08-14;24;x;;;x;neg;;;;Veterinarska fakulteta
2007-08-14;0DB2;x;;;x;neg;;;;Veterinarska fakulteta
2007-08-21;24;neg;;;x;neg;;;;Veterinarska fakulteta
2007-08-22;35;neg;;;x;neg;;;;Veterinarska fakulteta
2007-08-22;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2007-08-28;24;neg;;;x;neg;;;;Veterinarska fakulteta
2007-08-29;35;neg;;;x;neg;;;;Veterinarska fakulteta
2007-08-29;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2007-09-05;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-09-06;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-09-06;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-09-12;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-09-13;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-09-13;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-09-18;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-09-19;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-09-26;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-09-26;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-09-27;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-10-03;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-10-03;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-10-03;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-10-09;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-10-10;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-10-12;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-10-17;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-10-17;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-10-17;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2007-10-24;35;neg;;;x;neg;;;;Veterinarska fakulteta
2007-10-24;24;neg;;;x;neg;;;;Veterinarska fakulteta
2007-10-25;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2007-11-07;35;neg;;;x;neg;;;;Veterinarska fakulteta
2007-11-07;24;neg;;;x;neg;;;;Veterinarska fakulteta
2007-11-14;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2007-11-20;24;neg;;;x;x;;;;Veterinarska fakulteta
2007-11-20;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2007-11-21;35;neg;;;x;x;;;;Veterinarska fakulteta
2007-12-06;24;neg;;;x;x;;;;Veterinarska fakulteta
2008-01-24;24;neg;;;x;x;;;;Veterinarska fakulteta
2008-05-06;0DB2;x;;;neg;neg;;;;Veterinarska fakulteta
2008-05-07;35;neg;;;x;neg;;;;Veterinarska fakulteta
2008-05-07;24;x;;;neg;neg;;;;Veterinarska fakulteta
2008-05-13;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-05-13;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-05-14;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-05-21;35;x;;;neg;neg;;;;Veterinarska fakulteta
2008-05-21;24;x;;;neg;neg;;;;Veterinarska fakulteta
2008-05-21;0DB2;x;;;neg;neg;;;;Veterinarska fakulteta
2008-05-28;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-05-28;0DB2;poz;;;neg;neg;;;;Veterinarska fakulteta
2008-05-29;24;poz;;;neg;neg;;;;Veterinarska fakulteta
2008-05-31;24;;;;;;;y;;Veterinarska fakulteta
2008-05-31;0DB2;;;;;;;y;;Veterinarska fakulteta
2008-06-02;35;poz;;;x;x;;;;Veterinarska fakulteta
2008-06-04;35;;;;;;;y;;Veterinarska fakulteta
2008-06-11;35;poz;;;x;x;;;;Veterinarska fakulteta
2008-06-11;24;poz;;;x;x;;;;Veterinarska fakulteta
2008-06-11;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2008-06-24;35;neg;;;x;x;;;;Veterinarska fakulteta
2008-06-24;24;neg;;;x;x;;;;Veterinarska fakulteta
2008-06-24;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2008-06-30;35;poz;;;x;x;;;;Veterinarska fakulteta
2008-06-30;24;poz;;;x;x;;;;Veterinarska fakulteta
2008-07-01;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2008-07-09;35;poz;;;x;x;;;;Veterinarska fakulteta
2008-07-09;24;poz;;;x;x;;;;Veterinarska fakulteta
2008-07-09;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2008-07-16;35;neg;;;x;x;;;;Veterinarska fakulteta
2008-07-16;24;neg;;;x;x;;;;Veterinarska fakulteta
2008-07-16;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2008-07-22;35;neg;;;x;x;;;;Veterinarska fakulteta
2008-07-22;24;neg;;;x;x;;;;Veterinarska fakulteta
2008-07-24;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2008-07-25;35;;;;;;;;y;Veterinarska fakulteta
2008-07-25;24;;;;;;;;y;Veterinarska fakulteta
2008-07-28;0DB2;;;;;;;;y;Veterinarska fakulteta
2008-07-30;35;neg;;;x;x;;;;Veterinarska fakulteta
2008-07-30;24;neg;;;x;x;;;;Veterinarska fakulteta
2008-07-30;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2008-08-06;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-08-06;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-08-07;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-08-12;35;neg;;;x;neg;;;;Veterinarska fakulteta
2008-08-12;24;neg;;;x;neg;;;;Veterinarska fakulteta
2008-08-13;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2008-08-20;35;neg;;;x;neg;;;;Veterinarska fakulteta
2008-08-20;24;neg;;;x;neg;;;;Veterinarska fakulteta
2008-08-20;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2008-08-27;24;neg;;;x;neg;;;;Veterinarska fakulteta
2008-08-27;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2008-08-28;35;neg;;;x;neg;;;;Veterinarska fakulteta
2008-09-02;0DB2;poz;;;neg;neg;;;;Veterinarska fakulteta
2008-09-03;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-09-03;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-09-06;0DB2;;;;;;;y;;Veterinarska fakulteta
2008-09-10;35;neg;;;x;neg;;;;Veterinarska fakulteta
2008-09-10;24;neg;;;x;neg;;;;Veterinarska fakulteta
2008-09-17;35;neg;;;x;neg;;;;Veterinarska fakulteta
2008-09-17;24;neg;;;x;neg;;;;Veterinarska fakulteta
2008-09-17;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2008-09-24;35;neg;;;x;neg;;;;Veterinarska fakulteta
2008-09-24;24;neg;;;x;neg;;;;Veterinarska fakulteta
2008-09-24;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-09-29;0DB2;;;;;;;;y;Veterinarska fakulteta
2008-10-02;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-10-02;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-10-02;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-10-08;35;neg;;;x;neg;;;;Veterinarska fakulteta
2008-10-08;24;neg;;;x;neg;;;;Veterinarska fakulteta
2008-10-08;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2008-10-15;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-10-15;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-10-15;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-10-22;35;neg;;;x;neg;;;;Veterinarska fakulteta
2008-10-22;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2008-10-23;24;neg;;;x;neg;;;;Veterinarska fakulteta
2008-10-29;35;neg;;;x;neg;;;;Veterinarska fakulteta
2008-10-29;24;neg;;;x;neg;;;;Veterinarska fakulteta
2008-11-03;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2008-11-12;35;neg;;;x;neg;;;;Veterinarska fakulteta
2008-11-12;24;neg;;;x;neg;;;;Veterinarska fakulteta
2008-11-12;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2008-11-19;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta
2008-11-20;35;neg;;;x;neg;;;;Veterinarska fakulteta
2008-11-20;24;neg;;;x;neg;;;;Veterinarska fakulteta
2008-11-27;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-11-27;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-11-28;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2008-12-03;35;neg;;;neg;x;;;;Veterinarska fakulteta
2008-12-03;24;neg;;;x;neg;;;;Veterinarska fakulteta
2008-12-03;0DB2;neg;;;neg;x;;;;Veterinarska fakulteta
2009-04-24;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta
2009-05-13;35;neg;;;neg;neg;;;;Veterinarska fakulteta
2009-05-13;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2009-05-26;35;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-05-26;24;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-05-26;0DB2;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-05-28;35;;;;;;;y;;Veterinarska fakulteta
2009-05-28;24;;;;;;;y;;Veterinarska fakulteta
2009-05-28;0DB2;;;;;;;y;;Veterinarska fakulteta
2009-06-22;35;poz;;;neg;x;;;;Veterinarska fakulteta
2009-06-22;24;poz;;;neg;x;;;;Veterinarska fakulteta
2009-06-22;0DB2;neg;;;neg;x;;;;Veterinarska fakulteta
2009-06-27;0DB2;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-07-01;0DB2;;;;;;;;y;Veterinarska fakulteta
2009-07-02;24;neg;;;x;x;;;;Veterinarska fakulteta
2009-07-06;35;poz;;;x;x;;;;Veterinarska fakulteta
2009-07-07;24;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-07-08;0DB2;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-07-13;24;neg;;;x;x;;;;Veterinarska fakulteta
2009-07-16;35;neg;;;x;x;;;;Veterinarska fakulteta
2009-07-17;24;neg;;;x;x;;;;Veterinarska fakulteta
2009-07-20;24;;;;;;;;y;Veterinarska fakulteta
2009-07-21;35;neg;;;x;x;;;;Veterinarska fakulteta
2009-07-21;0DB2;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-07-24;35;;;;;;;;y;Veterinarska fakulteta
2009-07-24;24;neg;;;x;x;;;;Veterinarska fakulteta
2009-08-03;35;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-08-03;24;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-08-05;35;;;;;;;y;;Veterinarska fakulteta
2009-08-05;24;;;;;;;y;;Veterinarska fakulteta
2009-08-06;24;neg;;;x;x;;;;Veterinarska fakulteta
2009-08-06;0DB2;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-08-10;35;neg;;;x;x;;;;Veterinarska fakulteta
2009-08-11;24;neg;;;x;x;;;;Veterinarska fakulteta
2009-08-11;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2009-08-14;24;;;;;;;;y;Veterinarska fakulteta
2009-08-17;35;neg;;;x;x;;;;Veterinarska fakulteta
2009-08-17;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2009-08-19;24;neg;;;x;x;;;;Veterinarska fakulteta
2009-08-20;35;;;;;;;;y;Veterinarska fakulteta
2009-08-26;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-08-26;24;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-08-26;0DB2;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-02;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-02;24;neg;;;neg;neg;;;;Veterinarska fakulteta
2009-09-03;0DB2;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-09;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-09;24;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-10;0DB2;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-16;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-16;0DB2;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-18;24;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-23;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-23;0DB2;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-25;24;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-29;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-29;0DB2;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-09-30;24;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-10-07;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-10-07;24;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-10-08;0DB2;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-10-14;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-10-14;0DB2;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-10-15;24;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-10-21;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-10-21;24;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-10-21;0DB2;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-10-28;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-10-28;24;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-10-29;0DB2;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-11-11;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-11-11;0DB2;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-11-12;24;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-11-25;35;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-11-25;0DB2;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2009-11-27;24;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-04-07;35;neg;;;x;x;;;;Veterinarska fakulteta
2010-04-07;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2010-04-09;24;neg;;;x;x;;;;Veterinarska fakulteta
2010-04-21;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-04-23;24;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-04-23;0DB2;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-05-05;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-05-05;24;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-05-10;0DB2;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-05-19;35;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-05-19;24;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-05-21;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2010-05-25;35;neg;;;x;x;;;;Veterinarska fakulteta
2010-05-25;24;neg;;;x;x;;;;Veterinarska fakulteta
2010-05-25;0DB2;neg;;;neg;< 3 mg DA/kg;;y;;Veterinarska fakulteta
2010-05-26;35;;;;;;;y;;Veterinarska fakulteta
2010-06-02;35;neg;;;x;x;;;;Veterinarska fakulteta
2010-06-02;24;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-06-03;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2010-06-04;24;;;;;;;y;;Veterinarska fakulteta
2010-06-07;35;;;;;;;;y;Veterinarska fakulteta
2010-06-09;35;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-06-09;24;poz;;;x;x;;;;Veterinarska fakulteta
2010-06-11;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2010-06-17;35;;;;;;;y;;Veterinarska fakulteta
2010-06-23;35;neg;;;x;x;;;;Veterinarska fakulteta
2010-06-23;24;poz;;;x;x;;;;Veterinarska fakulteta
2010-06-23;0DB2;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-06-28;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2010-07-05;24;neg;;;x;x;;;;Veterinarska fakulteta
2010-07-07;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-07-07;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2010-07-09;24;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-07-10;35;;;;;;;;y;Veterinarska fakulteta
2010-07-11;24;;;;;;;;y;Veterinarska fakulteta
2010-07-14;35;poz;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-07-16;35;;;;;;;y;;Veterinarska fakulteta
2010-07-16;0DB2;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-07-20;35;poz;;;x;x;;;;Veterinarska fakulteta
2010-07-20;24;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-07-21;0DB2;;;;;;;;y;Veterinarska fakulteta
2010-07-26;35;poz;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-07-26;0DB2;neg;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-08-04;35;poz;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-08-04;24;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-08-06;24;;;;;;;y;;Veterinarska fakulteta
2010-08-09;24;neg;;;x;x;;;;Veterinarska fakulteta
2010-08-09;0DB2;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-08-10;0DB2;;;;;;;y;;Veterinarska fakulteta
2010-08-17;35;poz;;;x;x;;;;Veterinarska fakulteta
2010-08-17;24;poz;;;x;x;;;;Veterinarska fakulteta
2010-08-17;24;neg;;;x;x;;;;Veterinarska fakulteta
2010-08-17;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2010-08-25;35;poz;;;x;x;;;;Veterinarska fakulteta
2010-08-25;24;poz;;;x;x;;;;Veterinarska fakulteta
2010-08-25;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2010-09-02;35;poz;;;x;x;;;;Veterinarska fakulteta
2010-09-02;24;poz;;;x;x;;;;Veterinarska fakulteta
2010-09-03;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2010-10-04;35;poz;;;x;x;;;;Veterinarska fakulteta
2010-10-14;35;poz;;;x;x;;;;Veterinarska fakulteta
2010-10-14;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2010-10-15;24;poz;;;x;x;;;;Veterinarska fakulteta
2010-11-03;35;poz;;;x;x;;;;Veterinarska fakulteta
2010-11-03;24;poz;;;x;x;;;;Veterinarska fakulteta
2010-11-03;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2010-11-25;35;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-11-25;24;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-11-26;0DB2;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-12-08;35;poz;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-12-08;24;poz;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-12-08;0DB2;poz;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-12-22;0DB2;poz;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-12-28;35;poz;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2010-12-28;24;poz;;;x;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-01-18;35;neg;;;x;x;;;;Veterinarska fakulteta
2011-01-18;24;poz;;;x;x;;;;Veterinarska fakulteta
2011-01-19;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2011-01-24;35;poz;;;x;x;;;;Veterinarska fakulteta
2011-02-02;24;poz;;;x;x;;;;Veterinarska fakulteta
2011-02-09;35;poz;;;x;x;;;;Veterinarska fakulteta
2011-02-11;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2011-02-16;35;poz;;;x;x;;;;Veterinarska fakulteta
2011-02-16;24;poz;;;x;x;;;;Veterinarska fakulteta
2011-02-16;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2011-03-09;35;neg;;;x;x;;;;Veterinarska fakulteta
2011-03-09;24;poz;;;x;x;;;;Veterinarska fakulteta
2011-03-09;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2011-03-16;35;poz;;;x;x;;;;Veterinarska fakulteta
2011-03-17;24;neg;;;x;x;;;;Veterinarska fakulteta
2011-03-23;35;neg;;;x;x;;;;Veterinarska fakulteta
2011-03-23;24;neg;;;x;x;;;;Veterinarska fakulteta
2011-03-23;0DB2;poz;;;x;x;;;;Veterinarska fakulteta
2011-03-26;24;;;;;;;;y;Veterinarska fakulteta
2011-03-30;35;neg;;;x;x;;;;Veterinarska fakulteta
2011-03-30;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2011-04-03;35;;;;;;;;y;Veterinarska fakulteta
2011-04-07;0DB2;neg;;;x;x;;;;Veterinarska fakulteta
2011-04-13;0DB2;;;;;;;;y;Veterinarska fakulteta
2011-04-26;35;x;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-04-26;24;x;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-04-29;0DB2;x;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-05-12;35;x;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-05-12;0DB2;x;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-05-13;24;x;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-05-25;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-05-25;24;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-06-07;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-06-08;24;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-06-08;0DB2;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-06-21;35;x;;;neg;x;;;;Veterinarska fakulteta
2011-06-21;24;x;;;neg;x;;;;Veterinarska fakulteta
2011-06-28;0DB2;x;;;neg;x;;;;Veterinarska fakulteta
2011-07-06;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-07-06;24;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-07-08;0DB2;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-07-20;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-07-20;24;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-07-26;0DB2;x;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-08-08;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-08-08;24;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-08-08;0DB2;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
2011-08-19;35;neg;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta
