station id, station name, valid,trajanje sonca [h]
_1896,PORTOROŽ - LETALIŠČE,2010/05,196
_1896,PORTOROŽ - LETALIŠČE,2010/06,288.8
_1896,PORTOROŽ - LETALIŠČE,2010/07,348.2
_1896,PORTOROŽ - LETALIŠČE,2010/08,310.5
_1896,PORTOROŽ - LETALIŠČE,2010/09,201.1
_1896,PORTOROŽ - LETALIŠČE,2010/10,167.5
_1896,PORTOROŽ - LETALIŠČE,2010/11,56.1
_1896,PORTOROŽ - LETALIŠČE,2010/12,76.2
_1896,PORTOROŽ - LETALIŠČE,2011/01,58
_1896,PORTOROŽ - LETALIŠČE,2011/02,166.3
_1896,PORTOROŽ - LETALIŠČE,2011/03,203.9
_1896,PORTOROŽ - LETALIŠČE,2011/04,261.6
_1896,PORTOROŽ - LETALIŠČE,2011/05,355.7
_1896,PORTOROŽ - LETALIŠČE,2011/06,274.3
_1896,PORTOROŽ - LETALIŠČE,2011/07,315
_1896,PORTOROŽ - LETALIŠČE,2011/08,359.3
_1896,PORTOROŽ - LETALIŠČE,2011/09,263.4
_1896,PORTOROŽ - LETALIŠČE,2011/10,213.2
_1896,PORTOROŽ - LETALIŠČE,2011/11,167.4
_1896,PORTOROŽ - LETALIŠČE,2011/12,91.5
_1896,PORTOROŽ - LETALIŠČE,2012/01,149.4
_1896,PORTOROŽ - LETALIŠČE,2012/02,166.4
_1896,PORTOROŽ - LETALIŠČE,2012/03,269.7
_1896,PORTOROŽ - LETALIŠČE,2012/04,186.7
_1896,PORTOROŽ - LETALIŠČE,2012/05,303.4
_1896,PORTOROŽ - LETALIŠČE,2012/06,320.7
_1896,PORTOROŽ - LETALIŠČE,2012/07,363.1
_1896,PORTOROŽ - LETALIŠČE,2012/08,358.5
_1896,PORTOROŽ - LETALIŠČE,2012/09,188.8
_1896,PORTOROŽ - LETALIŠČE,2012/10,160.6
_1896,PORTOROŽ - LETALIŠČE,2012/11,96.7
_1896,PORTOROŽ - LETALIŠČE,2012/12,107.7
