date(ENG);sampling station;sampling depth;sampling method;Alexandrium cf. minutum;Alexandrium spp.(400x);Alexandrium cf. concavum;Alexandrium cf. insuetum;Alexandrium pseudogonyaulax;Alexandrium cf. tamarense;Alexandrium spp.(200x);PSP;Dinophysis acuminata;Dinophysis acuta;Dinophysis cf. acutoides;Dinophysis caudata;Dinophysis fortii;Dinophysis hastata;Dinophysis nasuta;Dinophysis norvegica;Dinophysis ovum;Dinophysis cf. parva;Phalacroma parvulum;Dinophysis recurva/D.ovum;Phalacroma rotundatum;Dinophysis sacculus;Dinophysis similis;Dinophysis schuettii;Dinophysis spp.;Dinophysis sp. (mali);Dinophysis tripos;Phalacroma doryphorum;Phalacroma mitra;Phalacroma operculoides;Phalacroma rapa;Phalacroma sp. ;Prorocentrum lima;DSP;Lingulodinium polyedra;Protoceratium reticulatum;DSP_like;Gonyaulax fragilis;Pseudo-nitzschia cf. calliantha;Pseudo-nitzschia sp.;Pseudo-nitzschia cf. fraudulenta;Pseudo-nitzschia cf. pungens;Pseudo-nitzschia seriata gr.;Pseudo-nitzschia multistriata;Pseudo-nitzschia cf. galaxiae;Pseudo-nitzschia delicatissima gr.;ASP;Karenia papilionacea;cf. Karenia
22/06/2016;35;integrated;hose sampler;10;0;0;0;10;10;0;30;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;110;0;110;0;0;0;0;0;;0;;;0;0;NA
22/06/2016;0DB2;integrated;hose sampler;30;0;0;40;0;0;0;70;0;0;0;10;0;0;;0;0;0;0;0;30;90;0;;0;0;0;;0;0;0;0;0;130;160;0;160;0;500;0;0;0;;0;;;500;0;NA
01/07/2016;24;integrated;hose sampler;80;0;0;0;0;0;10;90;0;0;0;0;0;0;;0;0;0;0;0;10;20;0;;0;30;0;;0;0;0;0;0;60;60;0;60;0;600;0;0;0;;0;;;600;0;NA
01/07/2016;35;integrated;hose sampler;20;0;0;10;0;0;0;30;0;0;0;0;0;0;;0;0;0;0;0;10;20;0;;0;30;0;;0;0;0;0;0;60;150;0;150;0;1100;0;0;0;;0;;;1100;10;NA
01/07/2016;0DB2;integrated;hose sampler;60;0;0;0;0;0;10;70;0;0;0;0;0;0;;0;10;0;0;0;0;10;0;;0;40;0;;0;0;0;0;0;60;140;0;140;0;1500;0;0;0;;0;;;1500;10;NA
13/07/2016;24;integrated;hose sampler;50;0;0;0;0;0;0;50;0;0;0;0;0;0;;0;0;0;0;0;20;50;0;;0;0;0;;0;0;0;20;0;90;0;10;10;0;200;0;0;0;;0;;;200;0;NA
13/07/2016;35;integrated;hose sampler;40;0;0;0;0;0;10;50;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;;0;0;0;;0;0;0;10;0;20;10;10;20;0;500;0;0;0;;0;;;500;0;NA
13/07/2016;0DB2;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;;0;0;0;;0;0;0;0;0;10;20;20;40;0;400;0;0;0;;0;;;400;10;NA
27/07/2016;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;40;0;;0;0;0;;0;0;0;0;0;40;10;0;10;0;0;0;0;0;;0;;;0;0;NA
27/07/2016;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;20;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;20;50;0;50;0;500;0;0;0;;0;;;500;0;NA
27/07/2016;0DB2;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;50;0;0;;0;0;0;0;0;10;20;0;;0;0;0;;0;0;0;0;0;80;90;0;90;0;250;0;0;0;;0;;;250;0;NA
17/08/2016;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;0;0;;0;0;0;0;0;40;10;0;;0;0;0;;0;0;0;0;0;60;30;0;30;0;0;27800;0;0;;0;;;27800;0;NA
17/08/2016;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;0;0;;0;0;0;0;0;0;30;0;;0;0;0;;0;0;0;0;0;40;60;0;60;0;0;32400;0;0;;0;;;32400;10;NA
17/08/2016;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;20;30;0;;0;0;0;;0;0;0;0;0;50;60;0;60;0;0;18600;0;0;;0;;;18600;10;NA
31/08/2016;24;integrated;hose sampler;20;0;0;0;0;0;10;30;0;0;0;0;480;0;;0;0;0;0;0;70;0;10;;0;10;0;;0;0;0;0;0;570;10;0;10;0;70000;0;0;0;;0;;;70000;0;NA
31/08/2016;35;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;0;50;0;;0;0;0;0;0;70;10;30;;0;10;0;;0;0;0;10;0;180;0;0;0;0;77200;0;0;0;;0;;;77200;0;NA
31/08/2016;0DB2;integrated;hose sampler;50;0;0;0;0;0;30;80;0;0;0;60;950;0;;0;0;0;0;0;40;0;0;10;0;10;0;;20;0;0;0;0;1090;180;0;180;0;33600;0;0;0;;0;;;33600;10;NA
15/09/2016;24;integrated;hose sampler;0;0;0;0;10;0;0;10;0;0;0;30;130;0;;0;0;0;0;0;40;0;10;0;0;0;0;;0;0;0;10;0;220;50;10;60;0;141600;0;1800;0;;0;;;143400;0;NA
15/09/2016;35;integrated;hose sampler;40;0;0;0;0;0;10;50;0;0;0;10;30;0;;0;0;0;0;0;20;0;0;0;0;0;0;;0;0;0;0;0;60;20;0;20;0;147000;0;0;0;;0;;;147000;0;NA
15/09/2016;0DB2;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;40;370;0;;0;0;0;0;0;30;0;0;0;0;10;40;;0;0;0;0;0;490;20;0;20;0;135200;0;2400;0;;0;;;137600;0;NA
27/09/2016;24;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;0;40;0;;0;0;0;0;0;30;0;0;0;0;0;10;;0;0;0;10;0;90;0;10;10;0;64800;0;5800;0;;0;;;70600;0;NA
27/09/2016;35;integrated;hose sampler;20;0;0;0;0;0;0;20;0;0;0;20;0;0;;0;0;0;0;0;30;0;0;0;0;0;0;;0;0;0;0;0;50;10;0;10;0;108600;0;0;0;;0;;;108600;10;NA
27/09/2016;0DB2;integrated;hose sampler;0;0;0;10;0;0;10;20;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;20;;0;0;0;0;0;30;0;0;0;0;368400;0;35200;0;;0;;;403600;0;NA
12/10/2016;24;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;0;10;10;0;;0;0;0;0;0;40;0;0;0;0;0;50;;0;0;0;0;0;110;0;10;10;0;17600;0;12000;0;;0;;;29600;10;NA
12/10/2016;35;integrated;hose sampler;0;0;0;0;10;0;10;20;0;0;0;0;0;0;;0;20;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;30;0;0;0;0;33400;0;37200;0;;0;;;70600;0;NA
12/10/2016;0DB2;integrated;hose sampler;0;0;0;0;0;0;20;20;0;0;0;0;0;0;;0;0;0;0;0;40;0;0;0;0;0;0;;0;0;0;0;0;40;10;30;40;0;20600;0;15000;0;;0;;;35600;0;NA
19/10/2016;24;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;10;0;0;;0;0;0;0;0;20;0;0;0;0;10;10;;0;0;0;0;0;50;0;20;20;0;6500;0;500;0;;100;;;7100;0;NA
19/10/2016;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;10;;0;0;0;0;0;20;0;10;10;0;8300;0;0;0;;0;;;8300;0;NA
19/10/2016;0DB2;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;10;10;0;;0;0;0;0;0;50;0;0;0;0;0;20;;0;0;0;0;0;90;20;0;20;0;5200;0;1700;0;;0;;;6900;0;NA
26/10/2016;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;20;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;50125;0;1875;0;;0;;;52000;0;NA
26/10/2016;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;73625;0;3375;0;;0;;;77000;0;NA
26/10/2016;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;20;10;0;10;0;69250;0;4375;0;;0;;;73625;0;NA
09/11/2016;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;13600;0;1500;0;;50;;;15150;0;NA
09/11/2016;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;0;0;0;0;10;0;0;0;0;10;0;;0;0;0;0;0;30;0;0;0;0;6000;0;0;0;;0;;;6000;10;NA
09/11/2016;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;2400;0;0;0;;0;;;2400;0;NA
18/11/2016;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;10;0;;0;0;0;0;0;30;0;0;0;0;2000;0;0;0;;300;;;2300;0;NA
18/11/2016;35;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;0;10;0;;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;20;0;40;0;0;0;0;1800;0;0;0;;200;;;2000;0;NA
18/11/2016;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;0;0;;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;10;0;30;0;0;0;0;3600;0;0;0;;200;;;3800;0;NA
30/11/2016;24;integrated;hose sampler;30;0;0;0;0;0;0;30;0;0;0;0;10;0;;0;0;0;0;0;40;0;0;0;0;0;10;;0;0;0;0;0;60;0;0;0;0;200;0;600;0;;200;;;1000;10;NA
30/11/2016;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;10;;0;0;0;0;0;10;0;0;0;0;300;0;0;0;;90;;;390;0;NA
30/11/2016;0DB2;integrated;hose sampler;30;0;0;0;0;0;0;30;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;10;;0;0;0;0;0;20;0;0;0;0;300;0;0;0;;100;;;400;10;NA
14/12/2016;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;10;0;20;0;0;0;0;0;200;0;0;;110;;;310;30;NA
14/12/2016;35;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;0;0;0;;200;;;200;10;NA
14/12/2016;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;700;600;0;;0;;;1300;0;NA
23/01/2017;24;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;500;0;0;0;;0;;;500;0;
23/01/2017;35;integrated;hose sampler;10;0;0;0;0;0;10;20;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;500;0;0;;30;;;530;0;
23/01/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;500;0;0;0;;0;;;500;0;
15/02/2017;24;integrated;hose sampler;0;0;0;10;0;0;40;50;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;600;4000;0;0;;0;;;4600;0;
15/02/2017;35;integrated;hose sampler;10;0;0;0;0;0;30;40;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;20;20;0;0;1700;0;0;;0;;;1700;0;
15/02/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;20;20;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;10;;0;0;0;0;0;20;0;10;10;0;0;4300;0;0;;0;;;4300;10;
14/03/2017;24;integrated;hose sampler;20;0;0;0;0;0;60;80;0;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;0;0;;0;0;0;0;0;20;10;0;10;0;0;1700;0;0;;0;;;1700;40;
14/03/2017;35;integrated;hose sampler;40;0;0;0;0;0;50;90;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;10;;0;0;0;0;0;10;0;40;40;0;0;5500;0;0;;0;;;5500;10;
14/03/2017;0DB2;integrated;hose sampler;40;0;0;10;0;0;100;150;0;0;0;0;10;0;;0;10;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;30;0;10;10;0;0;2200;0;0;;0;;;2200;110;
13/04/2017;24;integrated;hose sampler;150;0;0;10;0;0;40;200;0;0;0;0;0;10;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;10;10;0;10;0;1500;0;0;0;;0;;;1500;70;
13/04/2017;35;integrated;hose sampler;120;0;0;40;0;0;0;160;0;0;0;0;0;0;;0;0;0;0;0;10;10;0;0;0;0;0;;0;0;0;0;0;20;50;40;90;0;4100;0;0;0;;0;;;4100;10;
13/04/2017;0DB2;integrated;hose sampler;120;0;0;20;0;0;100;240;0;0;0;10;0;0;;0;0;0;0;0;30;0;0;0;0;0;0;;0;0;0;0;0;40;0;30;30;0;800;400;0;0;;0;;;1200;220;
24/04/2017;24;integrated;hose sampler;20;0;0;10;10;0;40;80;0;0;0;0;10;10;;0;0;0;0;0;10;10;0;0;0;10;0;;0;0;0;0;0;50;10;20;30;0;2400;0;0;0;;0;;;2400;30;
24/04/2017;35;integrated;hose sampler;100;0;0;0;0;0;10;110;0;0;0;0;0;0;;0;0;0;0;0;0;10;0;0;0;0;0;;0;0;0;20;0;30;10;0;10;0;1100;0;0;0;;0;;;1100;30;
24/04/2017;0DB2;integrated;hose sampler;30;0;0;20;0;0;80;130;0;0;0;0;0;0;;0;0;0;0;0;30;0;0;0;0;0;0;;0;0;0;0;0;30;0;10;10;0;1600;0;0;0;;0;;;1600;240;
16/05/2017;24;integrated;hose sampler;60;0;0;40;0;0;40;140;0;0;0;0;0;10;;0;0;0;0;0;10;30;0;0;0;10;0;;0;0;0;0;0;60;30;0;30;0;600;0;0;0;;0;;;600;50;
16/05/2017;35;integrated;hose sampler;10;0;0;20;0;0;60;90;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;20;0;20;0;700;0;0;0;;0;;;700;10;
16/05/2017;0DB2;integrated;hose sampler;30;0;0;280;0;0;100;410;0;0;0;0;10;0;;0;0;0;0;0;10;20;10;0;0;0;0;;0;0;0;0;0;50;20;0;20;0;500;0;0;0;;0;;;500;320;
31/05/2017;24;integrated;hose sampler;10;0;0;10;0;0;50;70;0;0;0;0;0;0;;0;0;0;0;0;20;10;0;0;0;0;10;;0;0;0;20;0;60;10;40;50;0;1300;0;0;0;;0;;;1300;0;
31/05/2017;35;integrated;hose sampler;50;0;0;0;0;0;30;80;0;0;0;0;0;0;;0;0;0;0;0;0;50;0;0;0;0;0;;0;0;0;0;0;50;10;50;60;0;1200;0;0;0;;0;;;1200;0;
31/05/2017;0DB2;integrated;hose sampler;0;0;0;60;0;0;50;110;0;0;0;10;0;0;;0;0;0;0;0;20;120;0;0;0;0;0;;0;0;0;0;0;150;10;10;20;0;1000;0;0;0;;0;;;1000;0;
12/06/2017;24;integrated;hose sampler;140;0;0;0;30;0;0;170;0;0;0;0;0;0;;0;0;0;0;0;0;50;0;0;0;20;0;;0;0;0;0;0;70;0;110;110;0;1000;0;0;0;;0;;;1000;0;
12/06/2017;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;70;0;0;0;40;0;;0;0;0;0;0;110;0;60;60;0;4000;0;0;0;;0;;;4000;0;
12/06/2017;0DB2;integrated;hose sampler;10;0;0;30;20;0;90;150;0;0;0;10;0;0;;0;0;0;0;0;10;200;0;0;0;0;0;;0;0;0;0;0;220;0;50;50;0;3000;0;0;0;;0;;;3000;20;
28/06/2017;24;integrated;hose sampler;0;0;0;0;10;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;;0;;;1000;0;
28/06/2017;35;integrated;hose sampler;0;0;0;0;30;0;10;40;0;0;0;0;0;0;;0;10;0;0;0;10;30;0;0;0;20;0;;0;0;0;0;0;70;0;30;30;0;400;0;0;0;;0;;;400;0;
28/06/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;10;100;0;0;0;0;0;;0;0;0;0;0;110;0;0;0;0;600;0;0;0;;0;;;600;0;
12/07/2017;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;1500;0;0;0;;0;;;1500;0;
12/07/2017;35;integrated;hose sampler;0;0;0;0;10;0;0;10;0;0;0;20;0;0;;0;0;0;0;0;10;30;0;0;0;0;0;;0;0;0;0;10;70;0;0;0;0;700;0;0;0;;0;;;700;0;
12/07/2017;0DB2;integrated;hose sampler;0;0;0;0;10;0;10;20;0;0;0;0;10;0;;0;0;0;0;0;10;30;10;0;0;20;0;;20;0;0;0;0;100;0;0;0;0;5800;700;0;0;;0;;;6500;0;
25/07/2017;24;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;40;40;20;0;0;0;0;;0;0;0;10;0;110;0;0;0;0;3000;0;0;0;;0;;;3000;0;10
25/07/2017;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;20;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;2300;0;0;0;;0;;;2300;0;0
25/07/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;30;10;0;;0;0;0;0;0;50;50;10;0;0;0;0;;0;0;0;0;0;150;0;0;0;0;7900;0;0;0;;0;;;7900;0;10
16/08/2017;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;50;0;;0;0;0;0;0;20;20;0;0;0;0;0;;0;0;0;0;0;100;0;0;0;0;1700;0;0;0;;0;;;1700;0;0
16/08/2017;35;integrated;hose sampler;20;0;0;0;0;0;0;20;0;0;0;10;20;0;;0;0;0;0;0;20;0;0;0;0;0;0;;0;0;0;0;0;50;0;0;0;0;400;0;0;0;;0;;;400;0;0
16/08/2017;0DB2;integrated;hose sampler;0;0;0;0;20;0;0;20;0;0;0;70;160;0;;0;0;0;0;0;0;10;0;0;10;0;0;;0;0;0;0;0;250;0;0;0;0;1625;0;0;0;;0;;;1625;0;0
25/08/2017;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;50;10;0;;0;0;0;0;0;10;20;0;0;0;0;0;;0;0;0;0;0;90;0;0;0;0;1100;0;0;0;;0;;;1100;0;0
25/08/2017;35;integrated;hose sampler;0;0;0;0;0;0;20;20;0;0;0;70;0;0;;0;0;0;0;0;10;40;0;0;0;0;0;;0;0;0;0;0;120;0;0;0;0;0;0;0;0;;0;;;0;0;0
25/08/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;20;80;0;;0;0;0;0;0;10;20;30;0;0;0;0;;0;0;0;0;0;160;0;0;0;0;0;0;0;0;;0;;;0;0;0
31/08/2017;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;0;0;;0;10;0;0;0;0;30;0;0;0;0;0;;0;0;0;0;0;50;0;0;0;0;800;0;0;0;;0;;;800;0;0
31/08/2017;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;20;30;0;0;0;0;0;;0;0;0;0;0;50;10;0;10;0;0;0;0;0;;0;;;0;0;0
31/08/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;70;90;0;;0;0;0;0;0;20;20;0;0;0;0;0;;0;0;0;0;0;200;0;0;0;0;300;0;0;0;;0;;;300;0;0
13/09/2017;24;integrated;hose sampler;0;0;0;10;0;0;10;20;0;0;0;0;50;0;;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;60;0;0;0;0;0;61300;0;0;;0;;;61300;0;0
13/09/2017;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;0;0;;0;0;0;0;0;10;0;0;0;0;0;10;;0;0;0;0;0;30;0;0;0;0;0;62300;0;0;;0;;;62300;0;0
13/09/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;60;60;0;0;0;30;250;0;;0;20;0;0;0;0;0;10;0;0;0;0;;0;0;0;0;0;310;0;0;0;0;0;21400;0;0;;0;;;21400;0;0
22/09/2017;24;integrated;hose sampler;20;0;0;0;0;0;0;20;0;0;0;0;120;0;;0;0;0;0;0;10;0;0;0;0;0;30;;0;0;0;0;0;160;0;0;0;0;27500;38500;0;0;;0;;;66000;0;0
22/09/2017;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;5300;0;0;;0;;;5300;0;0
22/09/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;0;10;110;0;;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;130;0;0;0;0;0;31600;0;0;;0;;;31600;0;0
02/10/2017;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;60;0;;0;0;0;0;0;10;0;0;0;0;10;20;;0;0;0;0;0;100;0;0;0;0;6200;600;0;0;;0;;;6800;0;0
02/10/2017;35;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;0;0;120;0;;0;0;0;0;0;0;0;0;0;0;0;100;;0;0;0;0;0;220;0;10;10;0;2300;0;0;0;;0;;;2300;0;0
02/10/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;70;0;;0;0;0;0;0;0;0;0;0;0;0;90;;0;0;0;0;0;160;10;0;10;0;16700;900;0;0;;0;;;17600;0;0
16/10/2017;24;integrated;hose sampler;20;0;0;0;0;0;10;30;0;0;0;0;30;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;10;0;0;40;0;0;0;0;3500;600;0;0;;0;;;4100;0;0
16/10/2017;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;10;;0;0;0;10;0;20;10;0;10;0;5000;0;0;0;;0;;;5000;0;0
16/10/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;30;0;;0;0;0;0;0;10;0;0;0;0;0;20;;0;0;0;0;0;60;0;10;10;0;4200;200;0;0;;0;;;4400;0;0
27/10/2017;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;4375;1125;0;0;;0;;;5500;0;0
27/10/2017;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;1750;1000;0;0;;0;;;2750;0;0
27/10/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;20;0;;0;0;0;0;0;40;0;0;0;0;0;30;;0;0;0;0;0;90;0;0;0;0;5750;3250;0;0;;0;;;9000;0;0
20/11/2017;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;20;;0;0;0;0;0;20;0;20;20;0;2200;0;0;1000;;0;1100;;4300;0;0
20/11/2017;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;2700;0;0;1000;;0;1400;;5100;0;0
20/11/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;1100;0;0;0;;0;1400;;2500;0;0
04/12/2017;24;integrated;hose sampler;0;0;0;0;0;0;20;20;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;30;;0;0;0;0;0;40;0;20;20;0;300;0;1000;0;;0;0;;1300;0;0
04/12/2017;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;10;0;0;;0;0;0;0;0;0;0;0;0;0;0;10;;0;0;0;0;0;20;0;10;10;0;0;0;1400;0;;100;0;;1500;10;0
04/12/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;50;;0;0;0;0;0;50;0;0;0;0;100;0;200;0;;0;0;;300;0;0
18/12/2017;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;100;0;;150;0;;250;0;0
18/12/2017;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;40;0;;90;0;;130;0;0
18/12/2017;0DB2;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;40;0;;120;0;;160;0;0
16/01/2018;24;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;200;0;0;0;0;2000;;2200;0;0
16/01/2018;35;integrated;hose sampler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;2400;;2600;0;0
16/01/2018;0DB2;integrated;hose sampler;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;;0;0;0;0;0;10;0;0;0;0;0;0;0;5000;0;6700;2300;;14000;0;0
15/02/2018;24;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;;0;0;0;0;0;10;0;0;0;0;0;7200;0;0;0;200;1100;;8500;0;0
15/02/2018;35;integrated;hose sampler;20;0;0;10;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;;0;0;0;0;0;20;0;0;0;0;0;100;0;0;0;0;2000;;2100;0;0
15/02/2018;0DB2;integrated;hose sampler;10;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;12100;0;0;0;500;800;;13400;0;0
